word,pred_seed42,gold_segmentation,source,sentence,pred_seed123,pred_seed456,correct_seed42,correct_seed123,correct_seed456
kaupungin,kaupun + gin,kaupunki + n,Helsinki,"Hyvinvointialueen tehtäviä Helsingissä hoitaa uusi Helsingin kaupungin sosiaali-, terveys- ja pelastustoimiala.",kaupun + gin,kaupun + gin,0,0,0
sosiaali,sosiaali,sosiaali,Helsinki,"Hyvinvointialueen tehtäviä Helsingissä hoitaa uusi Helsingin kaupungin sosiaali-, terveys- ja pelastustoimiala.",sosiaali,sosiaali,1,1,1
terveys,terveys,terveys,Helsinki,"Hyvinvointialueen tehtäviä Helsingissä hoitaa uusi Helsingin kaupungin sosiaali-, terveys- ja pelastustoimiala.",terveys,terveys,1,1,1
pelastustoimiala,pelastus + toimiala,pelastus + toimi + ala,Helsinki,"Hyvinvointialueen tehtäviä Helsingissä hoitaa uusi Helsingin kaupungin sosiaali-, terveys- ja pelastustoimiala.",pelastus + toimiala,pelastus + toimiala,0,0,0
Kierrätykseen,Kierräty + kseen,kierrätys + een,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",Kierräty + kseen,Kierräty + kseen,0,0,0
kelpaamaton,kelpaamaton,kelpaa + maton,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",kelpaamaton,kelpaamaton,0,0,0
sekajäte,seka + jäte,seka + jäte,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",seka + jäte,seka + jäte,1,1,1
kuljetetaan,kuljet + etaan,kuljete + taan,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",kuljet + etaan,kuljet + etaan,0,0,0
Vantaan,Vantaa + n,Vantaa + n,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",Vantaa + n,Vantaa + n,1,1,1
Energian,Energia + n,energia + n,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",Energia + n,Energia + n,1,1,1
jätevoimalaan,jäte + voimalaan,jäte + voima + la + an,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",jäte + voimalaan,jäte + voimalaan,0,0,0
missä,mi + ssä,missä,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",mi + ssä,mi + ssä,0,0,0
siitä,siitä,se + i + tä,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",si + itä,si + itä,0,0,0
tuotetaan,tuot + etaan,tuote + taan,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",tuot + etaan,tuot + etaan,0,0,0
sähköä,sähkö + ä,sähkö + ä,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",sähkö + ä,sähkö + ä,1,1,1
kaukolämpöä,kauko + lämpöä,kauko + lämpö + ä,Helsinki,"Kierrätykseen kelpaamaton sekajäte kuljetetaan Vantaan Energian jätevoimalaan, missä siitä tuotetaan sähköä ja kaukolämpöä.",kauko + lämpöä,kauko + lämpöä,0,0,0
Niiden,Nii + den,ne + i + den,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",Nii + den,Nii + den,0,0,0
itäpuolella,itä + puolella,itä + puoli + lla,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",itä + puolella,itä + puolella,0,0,0
Herttoniemi,Herttoniemi,hertto + niemi,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",Herttoniemi,Herttoniemi,0,0,0
edustalla,edusta + lla,edusta + lla,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",edusta + lla,edusta + lla,1,1,1
suuret,suur + et,suuri + t,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",suur + et,suur + et,0,0,0
saaret,saar + et,saari + t,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",saar + et,saar + et,0,0,0
Laajasalo,Laajasalo,laaja + salo,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",Laajasalo,Laajasalo,0,0,0
Santahamina,Santahamina,santa + hamina,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",Santahamina,Santahamina,0,0,0
rajoittavat,rajoitta + vat,rajoitta + vat,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",rajoitta + vat,rajoitta + vat,1,1,1
Kruunuvuorenselkää,Kruunuvuorenselkä + ä,kruunu + vuori + n + selkä + ä,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",Kruunuvuorenselkä + ä,Kruunuvuorenselkä + ä,0,0,0
itäpuolelta,itä + puolelta,itä + puoli + lta,Helsinki,"Niiden itäpuolella on Herttoniemi, ja sen edustalla suuret saaret Laajasalo ja Santahamina, jotka rajoittavat Kruunuvuorenselkää itäpuolelta.",itä + puolelta,itä + puolelta,0,0,0
asunnoista,asun + noista,asunto + i + sta,Helsinki,"Helsingin asunnoista 47,8 % oli vuokra-asuntoja ja 41,2 % omistusasuntoja.",asun + noista,asun + noista,0,0,0
vuokraasuntoja,vuokra + asuntoja,vuokra + asunto + j + a,Helsinki,"Helsingin asunnoista 47,8 % oli vuokra-asuntoja ja 41,2 % omistusasuntoja.",vuokra + asuntoja,vuokra + asuntoja,0,0,0
omistusasuntoja,omistus + asuntoja,omistus + asunto + j + a,Helsinki,"Helsingin asunnoista 47,8 % oli vuokra-asuntoja ja 41,2 % omistusasuntoja.",omistus + asuntoja,omistus + asuntoja,0,0,0
Kirkko,Kirkko,kirkko,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",Kirkko,Kirkko,1,1,1
valmistui,valmistu + i,valmistu + i,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",valmistu + i,valmistu + i,1,1,1
Sonckin,Sonck + in,Sonck + i + n,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",Sonck + in,Sonck + in,0,0,0
suunnittelemana,suunnit + telemana,suunnittele + ma + na,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",suunnit + telemana,suunnit + telemana,0,0,0
klassismilla,klassismi + lla,klassismi + lla,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",klassismi + lla,klassismi + lla,1,1,1
toisinaan,toisinaan,toisinaan,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",toi + sinaan,toisinaan,1,0,1
suosimalla,suosi + malla,suosi + ma + lla,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",suosi + malla,suosi + malla,0,0,0
punatiilellä,puna + tiilellä,puna + tiili + llä,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",puna + tiilellä,puna + tiilellä,0,0,0
pehmennettyyn,pehmen + nettyyn,pehmenne + tty + yn,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",pehmen + nettyyn,pehmen + nettyyn,0,0,0
funktionalistiseen,funktionalisti + seen,funktionalisti + ise + en,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",funktionalisti + seen,funktionalisti + seen,0,0,0
tyyliin,tyyli + in,tyyli + in,Helsinki,"Kirkko valmistui 1935 Lars Sonckin suunnittelemana, klassismilla ja sen toisinaan suosimalla punatiilellä pehmennettyyn funktionalistiseen tyyliin.",tyyli + in,tyyli + in,1,1,1
Auringon,Aurin + gon,aurinko + n,Helsinki,"Auringon kulma kesäpäivänseisauksessa on korkeimmillaan 53,3° ja talvipäivänseisauksessa 6,5°.",Aurin + gon,Auringo + n,0,0,0
kulma,kulma,kulma,Helsinki,"Auringon kulma kesäpäivänseisauksessa on korkeimmillaan 53,3° ja talvipäivänseisauksessa 6,5°.",kulma,kulma,1,1,1
kesäpäivänseisauksessa,kesä + päivänseisauksessa,kesä + päivä + n + seisaus + ssa,Helsinki,"Auringon kulma kesäpäivänseisauksessa on korkeimmillaan 53,3° ja talvipäivänseisauksessa 6,5°.",kesä + päivänseisauksessa,kesä + päivänseisauksessa,0,0,0
korkeimmillaan,korke + immillaan,korkea + immi + lla + an,Helsinki,"Auringon kulma kesäpäivänseisauksessa on korkeimmillaan 53,3° ja talvipäivänseisauksessa 6,5°.",korke + immillaan,korke + immillaan,0,0,0
talvipäivänseisauksessa,talvi + päivänseisauksessa,talvi + päivä + n + seisaus + ssa,Helsinki,"Auringon kulma kesäpäivänseisauksessa on korkeimmillaan 53,3° ja talvipäivänseisauksessa 6,5°.",talvi + päivänseisauksessa,talvi + päivänseisauksessa,0,0,0
Herätysliikkeiden,Herätysliik + keiden,herätys + liike + i + den,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",Herätysliik + keiden,Herätysliik + keiden,0,0,0
kannattajajoukot,kannattaja + joukot,kannattaja + joukko + t,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",kannattaja + joukot,kannattaja + joukot,0,0,0
määrällisesti,määrällisesti,määrä + llise + sti,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",määrällisesti,määrällisesti,0,0,0
muuta,muu + ta,muu + ta,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",muu + ta,muu + ta,1,1,1
maata,maa + ta,maa + ta,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",maa + ta,maa + ta,1,1,1
suuremmat,suur + emmat,suuri + mma + t,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",suur + emmat,suur + emmat,0,0,0
mutta,mutta,mutta,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",mutta,mutta,1,1,1
suhteellinen,suhteellinen,suhde + llinen,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",suhteellinen,suhteellinen,0,0,0
osuus,osuus,osuus,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",osuus,osuus,1,1,1
siten,siten,siten,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",siten,si + ten,1,1,0
vaikutus,vaikutus,vaikutus,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",vaikutus,vaikutus,1,1,1
seurakuntaelämään,seura + kuntaelämään,seura + kunta + elämä + än,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",seura + kuntaelämään,seura + kuntaelämään,0,0,0
pienempi,pien + empi,pieni + mpi,Helsinki,"Herätysliikkeiden kannattajajoukot ovat määrällisesti Helsingissä muuta maata suuremmat, mutta suhteellinen osuus väestöstä ja siten vaikutus seurakuntaelämään pienempi.",pien + empi,pien + empi,0,0,0
Punakaarti,Punakaarti,puna + kaarti,Helsinki,"Punakaarti otti kaupungin haltuunsa, ja senaatti joutui lähtemään evakkoon Vaasaan.",Punakaarti,Punakaarti,0,0,0
haltuunsa,haltuun + sa,haltuun + sa,Helsinki,"Punakaarti otti kaupungin haltuunsa, ja senaatti joutui lähtemään evakkoon Vaasaan.",haltuu + nsa,haltuu + nsa,1,0,0
senaatti,senaatti,senaatti,Helsinki,"Punakaarti otti kaupungin haltuunsa, ja senaatti joutui lähtemään evakkoon Vaasaan.",senaatti,senaatti,1,1,1
joutui,joutu + i,joutu + i,Helsinki,"Punakaarti otti kaupungin haltuunsa, ja senaatti joutui lähtemään evakkoon Vaasaan.",joutu + i,joutu + i,1,1,1
lähtemään,lähte + mään,lähte + mä + än,Helsinki,"Punakaarti otti kaupungin haltuunsa, ja senaatti joutui lähtemään evakkoon Vaasaan.",lähte + mään,lähte + mään,0,0,0
evakkoon,evakko + on,evakko + on,Helsinki,"Punakaarti otti kaupungin haltuunsa, ja senaatti joutui lähtemään evakkoon Vaasaan.",evakko + on,evakko + on,1,1,1
Vaasaan,Vaasa + an,Vaasa + an,Helsinki,"Punakaarti otti kaupungin haltuunsa, ja senaatti joutui lähtemään evakkoon Vaasaan.",Vaasa + an,Vaasa + an,1,1,1
Neuvontapalveluita,Neuvontapalvelu + ita,neuvonta + palvelu + i + ta,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",Neuvontapalvelu + ita,Neuvontapalvelu + ita,0,0,0
asumiseen,asumi + seen,asu + minen + een,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",asumi + seen,asumi + seen,0,0,0
työnhakuun,työn + hakuun,työ + n + haku + un,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",työn + hakuun,työn + hakuun,0,0,0
työsuojeluun,työ + suojeluun,työ + suojelu + un,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",työ + suojeluun,työ + suojeluun,0,0,0
verotukseen,verotu + kseen,vero + tus + een,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",verotu + kseen,verotu + kseen,0,0,0
opiskeluun,opiskelu + un,opiskelu + un,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",opiskelu + un,opiskelu + un,1,1,1
perheasioihin,perhe + asioihin,perhe + asia + i + hin,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",perhe + asioihin,perhe + asioihin,0,0,0
vapaaaikaan,vapaa + aikaan,vapaa + aika + an,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",vapaa + aikaan,vapaa + aikaan,0,0,0
viranomaisten,viran + omaisten,viran + oma + is + ten,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",viran + omaisten,viran + omaisten,0,0,0
kanssa,kanssa,kanssa,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",kanssa,kanssa,1,1,1
toimimiseen,toimimi + seen,toimi + minen + een,Helsinki,"Neuvontapalveluita saa asumiseen, työnhakuun, työsuojeluun, verotukseen, opiskeluun, perheasioihin, vapaa-aikaan sekä viranomaisten kanssa toimimiseen.",toimimi + seen,toimimi + seen,0,0,0
Höijerin,Höijeri + n,Höijer + i + n,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",Höijer + in,Höijer + in,0,0,0
piirustusten,piirustus + ten,piirustus + ten,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",piirustus + ten,piirustus + ten,1,1,1
mukaan,mukaan,mukaan,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",mukaan,mukaan,1,1,1
rakennettu,raken + nettu,rakenne + ttu,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",raken + nettu,raken + nettu,0,0,0
Ateneumin,Ateneum + in,Ateneum + i + n,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",Ateneum + in,Ateneum + in,0,0,0
taidemuseo,taide + museo,taide + museo,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",taide + museo,taide + museo,1,1,1
jonka,jo + nka,joka + n,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",jo + nka,jo + nka,0,0,0
arkkitehtuuriin,arkkitehtuuri + in,arkkitehtuuri + in,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",arkkitehtuuri + in,arkkitehtuuri + in,1,1,1
kuuluvat,kuulu + vat,kuulu + vat,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",kuulu + vat,kuulu + vat,1,1,1
monet,mon + et,moni + t,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",mon + et,mon + et,0,0,0
korkokuvat,korko + kuvat,korko + kuva + t,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",korko + kuvat,korko + kuvat,0,0,0
patsaat,patsa + at,patsas + t,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",patsa + at,patsa + at,0,0,0
Erottajan,Erottaja + n,erottaja + n,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",Erottaja + n,Erottaja + n,1,1,1
paloasema,palo + asema,palo + asema,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",palo + asema,palo + asema,1,1,1
Rikhardinkadun,Rikhardinka + dun,Rikhard + i + n + katu + n,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",Rikhardinka + dun,Rikhardinkadu + n,0,0,0
kirjasto,kirjasto,kirjasto,Helsinki,"Höijerin piirustusten mukaan on rakennettu myös muun muassa Ateneumin taidemuseo (1887), jonka arkkitehtuuriin kuuluvat monet korkokuvat ja patsaat, Erottajan paloasema (1891) sekä Rikhardinkadun kirjasto (1881).",kirjasto,kirjasto,1,1,1
Helsinkinimen,Helsinki + nimen,Helsinki + nimi + n,Helsinki,"Helsinki-nimen alkuperä Keskiajalla, niin sanotun toisen ristiretken jälkeen, ruotsalaisten kolonisaatio ulottui myös Uudellemaalle.",Helsinkinim + en,Helsinkinim + en,0,0,0
